type,timestamp,brand,total_public_interactions,favorite_count,hashtags,link_url,media_url,retweet_count,tags,text,tm_url,tweet_url,day_of_week,time
link,2019-06-20T17:44:00+0000,Indiana Pacers,50,48,GoldOnTheClock,https://t.co/DvkTc0RTJS,,2,," Before #GoldOnTheClock tonight, one last look at the latest mock draft projections from experts around the NBA: https://t.co/DvkTc0RTJS",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2MzUwNzUxX3R3ZWV0/,https://www.twitter.com/Pacers/status/1141763646130925581,Thursday,17:44:00
photo,2019-06-20T17:37:35+0000,Sacramento Kings,31,29,,,https://pbs.twimg.com/media/D9hYLvqVAAAB1cb.jpg,2,,"On Wednesday, the Sacramento Kings Health &amp; Performance Team hosted a High-Performance Sport Roundtable [?][?]  Local universities, organizations and experts joined the discussion with the focus of athlete recovery  https://t.co/0L409ADJWL",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDgtMTE2MzQwNDk0X3R3ZWV0/,https://www.twitter.com/SacramentoKings/status/1141762028077559808,Thursday,17:37:35
photo,2019-06-20T17:34:34+0000,Chicago Bulls,584,546,TBT,,https://pbs.twimg.com/media/D9hZ0IAXUAYboN8.jpg,38,,It's NBA Draft day! #TBT to last year when we drafted @wendellcarter34  Who's next at No. 7[?]? https://t.co/xdFbyrU8zj,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2MzQ2NjYzX3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141761269034344448,Thursday,17:34:34
photo,2019-06-20T17:29:33+0000,Houston Rockets,1217,1062,,,https://pbs.twimg.com/media/D9hYrHEXUAIsznh.jpg,155,,We will be revealing the new uniform tonight during our exclusive event for Season Ticket Members!  https://t.co/MwndUQFAI5,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTctMTE2MzQwNDg0X3R3ZWV0/,https://www.twitter.com/HoustonRockets/status/1141760009447051264,Thursday,17:29:33
photo,2019-06-20T17:18:00+0000,Phoenix Suns,174,162,,,https://pbs.twimg.com/amplify_video_thumb/1141756205624262656/img/Job6hY_6asRuSo7j.jpg,12,,One of the most exciting moments from our draft last year... Acquiring @mikal_bridges! https://t.co/fU2lfEj8v0,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTktMTE2MzUxMTg3X3R3ZWV0/,https://www.twitter.com/Suns/status/1141757103062671361,Thursday,17:18:00
link,2019-06-20T17:15:00+0000,Philadelphia 76ers,328,291,HereTheyCome NBADraft,https://t.co/tAKn0ab6e4,,37,['AB_ALLPOSTS'],"In the @NBADraft, Hall of Fame talent can be found anywhere.  #HereTheyCome x #NBADraft https://t.co/tAKn0ab6e4",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxMzUtMTE2MzQwNTAzX3R3ZWV0/,https://www.twitter.com/sixers/status/1141756345781239808,Thursday,17:15:00
photo,2019-06-20T17:14:53+0000,Portland Trail Blazers,1443,1295,TBT,,https://pbs.twimg.com/media/D9hVTBFU4AAylye.jpg,148,,#TBT https://t.co/Yk74qRK5Vc,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MTktMTE2MzYzNDAxX3R3ZWV0/,https://www.twitter.com/trailblazers/status/1141756315502432257,Thursday,17:14:53
photo,2019-06-20T17:11:29+0000,Denver Nuggets,128,114,NBADraft MileHighBasketball,,https://pbs.twimg.com/media/D9hUGJZUIAAMqF2.jpg,14,,Buckets  Est. 2016  #NBADraft #MileHighBasketball https://t.co/uIqsDlOtVa,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjMtMTE2MzU4MDc5X3R3ZWV0/,https://www.twitter.com/nuggets/status/1141755459826667520,Thursday,17:11:29
photo,2019-06-20T17:09:55+0000,Memphis Grizzlies,127,109,GrizzDraft,,https://pbs.twimg.com/media/D9hULG-X4AAuHga.jpg,18,,Pull up.  Have a good time.  Enjoy the draft with us tonight.   Doors open at 5:30. #GrizzDraft https://t.co/JLs2fYKLZL,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2MzY5MDI2X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1141755068829622272,Thursday,17:09:55
photo,2019-06-20T17:00:57+0000,Utah Jazz,443,403,,,https://pbs.twimg.com/amplify_video_thumb/1141663301736259584/img/J6mhGVDnxM4SXl84.jpg,40,,Spida's Draft sleepers   https://t.co/MEeqhRFE7Y,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTgtMTE2MzQ4NzgxX3R3ZWV0/,https://www.twitter.com/utahjazz/status/1141752810934943744,Thursday,17:00:57
photo,2019-06-20T17:00:25+0000,New York Knicks,1745,1551,TBT KnicksDraft2019,,https://pbs.twimg.com/media/D9hR_75XYAA2MB-.jpg,194,,Who's next?  #TBT #KnicksDraft2019 (@sapsports) https://t.co/HydMiM3CAQ,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2MzU1NTIyX3R3ZWV0/,https://www.twitter.com/nyknicks/status/1141752676100784128,Thursday,17:00:25
photo,2019-06-20T17:00:00+0000,Orlando Magic,57,53,TBT,,https://pbs.twimg.com/media/D9gus0xW4AAPukT.jpg,4,,Legends  #TBT https://t.co/mW5N89LEq3,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2MzQ4OTE1X3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141752571498881024,Thursday,17:00:00
photo,2019-06-20T17:00:00+0000,Charlotte Hornets,40,31,HornetsDraft,,https://pbs.twimg.com/media/D9XdicAXYAA8alU.jpg,9,,"""[Terance Mann] brings all the versatility, basketball IQ and toughness that you would want out of an upperclassman... He understands role allocation and he's a very coachable guy."" - ESPN's @PaulBiancardi on a potential option for the Hornets with the 52nd pick #HornetsDraft https://t.co/AUkucqmVaB",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2MzQ5MDQyX3R3ZWV0/,https://www.twitter.com/hornets/status/1141752572719484929,Thursday,17:00:00
"photo,link",2019-06-20T16:54:33+0000,Boston Celtics,612,548,NBADraft,https://t.co/JkHA19ZTqH,https://pbs.twimg.com/media/D9hQqhRXkAAmrib.jpg,64,,Who's going to be wearing these at the end of the night?   Order yours before #NBADraft tips off tonight at 7: https://t.co/JkHA19ZTqH https://t.co/3kwJLiJLYQ,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDYtMTE2MzUwODA4X3R3ZWV0/,https://www.twitter.com/celtics/status/1141751201127702533,Thursday,16:54:33
photo,2019-06-20T16:45:41+0000,Atlanta Hawks,327,281,,,https://pbs.twimg.com/media/D9hKS5CXkAMkmqL.jpg,46,,We have acquired a 2024 second-round pick &amp; cash considerations from the Golden State Warriors in exchange for the 41st pick in the 2019 NBA Draft. https://t.co/RNaoMOUxEL,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2MzQ4NjE5X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141748968059265024,Thursday,16:45:41
photo,2019-06-20T16:44:46+0000,Toronto Raptors,9219,8271,TBT WeTheNorth,,https://pbs.twimg.com/media/D9hOEs1XsAAgdc4.jpg,948,,High quality #TBT content. #WeTheNorth https://t.co/P6seheExq5,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDQtMTE2MzY0NjkzX3R3ZWV0/,https://www.twitter.com/Raptors/status/1141748739578744832,Thursday,16:44:46
photo,2019-06-20T16:37:52+0000,Golden State Warriors,5012,4418,DubNation,,https://pbs.twimg.com/media/D9hMtG5VAAEMBhJ.jpg,594,,"Good morning, #DubNation  It's @NBADraft day  https://t.co/fzKZYhekR1",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTMtMTE2MzU5NTMyX3R3ZWV0/,https://www.twitter.com/warriors/status/1141747000053915648,Thursday,16:37:52
"photo,link",2019-06-20T16:32:18+0000,Milwaukee Bucks,45,41,,https://t.co/sFXHLntzXL,https://pbs.twimg.com/media/D9hK1saW4AEpRzs.jpg,4,,"It's Draft Day, and we're finding affordable, stylish Draft looks at @AmazingGoodwill!   Enter to win your own Draft shopping spree and more HERE: https://t.co/sFXHLntzXL https://t.co/URix3csGia",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2MzQ1MzM5X3R3ZWV0/,https://www.twitter.com/Bucks/status/1141745598875471874,Thursday,16:32:18
"photo,link",2019-06-20T16:30:18+0000,Portland Trail Blazers,96,83,NBADraft,https://t.co/SDL89zsbDK,https://pbs.twimg.com/media/D9hLG6aXsAEyoKA.jpg,13,,Tonight we have the 25th pick in the 2019 #NBADraft.   Take a look at the 25th pick over the last 30 years: https://t.co/SDL89zsbDK https://t.co/ShWDEbeQfG,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MTktMTE2MzYzODgxX3R3ZWV0/,https://www.twitter.com/trailblazers/status/1141745096205000704,Thursday,16:30:18
photo,2019-06-20T16:25:08+0000,Phoenix Suns,99,94,NBADraft,,https://pbs.twimg.com/ext_tw_video_thumb/1141743428058808320/pu/img/8jVP53WZdzyw8wYC.jpg,5,,One year ago!   @ElieOkobo_0 | #NBADraft https://t.co/TdRnmmnctQ,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTktMTE2MzUxMTc5X3R3ZWV0/,https://www.twitter.com/Suns/status/1141743796050206720,Thursday,16:25:08
link,2019-06-20T16:20:09+0000,Chicago Bulls,121,103,NBADraft Bulls,https://t.co/0G4TpwQkmf,,18,,.@Kia Draft Coverage: We're only hours away from the 2019 #NBADraft! Who will the #Bulls select? @SamSmithHoops shares his final mock draft.  READ: https://t.co/0G4TpwQkmf,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2MzQ2NjM3X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141742542196805633,Thursday,16:20:09
link,2019-06-20T16:17:07+0000,Denver Nuggets,540,477,NBADraft MileHighBasketball,https://t.co/Edk3dDv32Q,,63,,"Five years ago, we found our franchise centerpiece.  Here's how it all came to be.   #NBADraft #MileHighBasketball   https://t.co/Edk3dDv32Q",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjMtMTE2MzU4MDk3X3R3ZWV0/,https://www.twitter.com/nuggets/status/1141741779244351490,Thursday,16:17:07
"photo,link",2019-06-20T16:10:54+0000,Charlotte Hornets,14,12,,https://t.co/sXhpmgnqfx,https://pbs.twimg.com/media/D9hGcE2WkAEGngo.jpg,2,,Congratulations to Rosalynn Sam for winning the first of our two @AriaLV Vegas Flyway Sweepstakes packages!!   One more is up for grabs at tonight's 2019 Draft Party!! RSVP now and check in for raffle on site!!  https://t.co/sXhpmgnqfx https://t.co/6x5zstuOIA,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2MzQ4OTk4X3R3ZWV0/,https://www.twitter.com/hornets/status/1141740215972880396,Thursday,16:10:54
"photo,link",2019-06-20T16:08:08+0000,Phoenix Suns,47,42,NBADraft,https://t.co/R3rqxGWWa9,https://pbs.twimg.com/media/D9hFbNxU8AgxR85.jpg,5,,"Play a special edition of Suns Bingo during the #NBADraft! The first four blackout winners will receive the 2019 Suns Draft Cap.  Don't miss out, download the Suns app to play: https://t.co/R3rqxGWWa9 https://t.co/OcCp5QWRxZ",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTktMTE2MzUxMjIyX3R3ZWV0/,https://www.twitter.com/Suns/status/1141739518271217664,Thursday,16:08:08
"photo,link",2019-06-20T16:01:00+0000,Washington Wizards,110,93,WizDraft,https://t.co/nBwVGR2plh,https://pbs.twimg.com/media/D9gg3roWwAE_bJ_.jpg,17,,Who the experts think we may select tonight [?]   >> https://t.co/nBwVGR2plh | #WizDraft https://t.co/ureDHeQGdY,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2MzM3NjkwX3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141737723440586755,Thursday,16:01:00
photo,2019-06-20T16:01:00+0000,Detroit Pistons,1821,1410,DetroitBasketball,,https://pbs.twimg.com/media/D9gMXAIXUAA9y_8.jpg,411,,It's the D with three E's. And you know the word that completes the call. #DetroitBasketball https://t.co/IP24PNHUwR,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2MzI5ODkzX3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141737723558006785,Thursday,16:01:00
photo,2019-06-20T16:00:01+0000,Orlando Magic,115,109,,,https://pbs.twimg.com/media/D9gdJX0XsAENJ_Z.jpg,6,,"""We're just looking to draft the best player and the best person."" - Jeff Weltman https://t.co/nvnhyUDZnL",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2MzMwNzc3X3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141737474982633472,Thursday,16:00:01
photo,2019-06-20T16:00:01+0000,Philadelphia 76ers,1543,1290,HereTheyCome,,https://pbs.twimg.com/media/D9cz-7sWsAESmih.jpg,253,"['BEN SIMMONS', 'AB_ALLPOSTS']","""With the number one pick, the Philadelphia 76ers select...""  [?] @NBADraft Countdown [?]  @BenSimmons25 | #HereTheyCome https://t.co/tZqX4iwYwy",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxMzUtMTE2MzI3OTA2X3R3ZWV0/,https://www.twitter.com/sixers/status/1141737476932767744,Thursday,16:00:01
link,2019-06-20T15:52:24+0000,New Orleans Pelicans,135,116,,https://t.co/8fuXrFGKjw,,19,,Your new Spanish language Pelicans news source!  @LosPelicans  [?][?] Tu nueva fuente de noticias en espanol de los New Orleans Pelicans equipo de la NBA. Sigue nuestra nueva cuenta  @LosPelicans  [?][?] https://t.co/8fuXrFGKjw,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2MzMyNDA0X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141735557623635968,Thursday,15:52:24
photo,2019-06-20T15:45:00+0000,San Antonio Spurs,715,612,TBT NBADraft,,https://pbs.twimg.com/amplify_video_thumb/1141728116987060224/img/7-yp1p2TTSepB7t1.jpg,103,,"""The San Antonio Spurs select @DavidtheAdmiral from Navy.""  #TBT | #NBADraft https://t.co/S6ZoBjLcoT",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2MzI3ODkzX3R3ZWV0/,https://www.twitter.com/spurs/status/1141733696736833538,Thursday,15:45:00
photo,2019-06-20T15:43:46+0000,Milwaukee Bucks,120,110,BucksDraft,,https://pbs.twimg.com/media/D9hABwuW4AAT6Db.jpg,10,,"""I'm really proud of what our team did this year...we didn't win it ultimately at the end, and that is the goal, but we are right there.""  #BucksDraft | @JohnsonControls https://t.co/1Ld2UwiIHP",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2MzI5NTg5X3R3ZWV0/,https://www.twitter.com/Bucks/status/1141733385846632448,Thursday,15:43:46
text only,2019-06-20T15:31:56+0000,Minnesota Timberwolves,999,955,,,,44,,"social experiment: if you come across this tweet, comment what we should do in tonight's NBA Draft under it, DO NOT read the replies before you do. You're the best. ",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDctMTE2MzI3ODk2X3R3ZWV0/,https://www.twitter.com/Timberwolves/status/1141730408960339977,Thursday,15:31:56
photo,2019-06-20T15:30:12+0000,Los Angeles Clippers,224,203,,,https://pbs.twimg.com/media/D9g9SatXsAA70bs.jpg,21,,The  Stage  Is  Set(tm)[?]  [?]4 PM/pt |  @ESPNNBA https://t.co/0eCL5ucN0K,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2MzI3OTI0X3R3ZWV0/,https://www.twitter.com/LAClippers/status/1141729973360836611,Thursday,15:30:12
photo,2019-06-20T15:30:00+0000,Charlotte Hornets,122,106,HornetsDraft,,https://pbs.twimg.com/media/D9XdvMwXoAwVPBt.jpg,16,,"""Grant Williams brings an off-the-court value that's unmatched in this draft. He also brings you a basketball IQ that can help you run offense and also execute schemes defensively."" - ESPN's @PaulBiancardi on a potential option for the Hornets with the 36th pick #HornetsDraft https://t.co/mg3aZPXNmf",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2MzMxMjUwX3R3ZWV0/,https://www.twitter.com/hornets/status/1141729921368068096,Thursday,15:30:00
link,2019-06-20T15:30:00+0000,Orlando Magic,72,66,,https://t.co/Ajq6KnwG84,,6,,Who would you take tonight if you were the Magic GM?  https://t.co/Ajq6KnwG84,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2MzMwODU3X3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141729922060173312,Thursday,15:30:00
photo,2019-06-20T15:28:38+0000,Chicago Bulls,1388,1150,,,https://pbs.twimg.com/media/D9g3rPnXkAMe3cK.jpg,238,,Tonight in 1993:   cc: @BullsArchive https://t.co/TfQhawVfYK,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2MzI5NzA5X3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1141729578580357122,Thursday,15:28:38
link,2019-06-20T15:28:02+0000,Minnesota Timberwolves,107,101,,https://t.co/SMSoG3JI7I,,6,,M-V-P  M-V-P  M-V-P  M-V-P  M-V-P  M-V-P https://t.co/SMSoG3JI7I,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDctMTE2MzI3OTM2X3R3ZWV0/,https://www.twitter.com/Timberwolves/status/1141729427350536192,Thursday,15:28:02
link,2019-06-20T15:21:29+0000,Phoenix Suns,38,35,TBT,https://t.co/FnCV166da0,,3,,#TBT to our time at the 2019 NBA Draft Lottery with @DeandreAyton and Gabe! Experience our whole trip here [?]  https://t.co/FnCV166da0,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTktMTE2MzMxMjk0X3R3ZWV0/,https://www.twitter.com/Suns/status/1141727781006397440,Thursday,15:21:29
text only,2019-06-20T15:15:00+0000,Brooklyn Nets,89,76,NBADraft,,,13,,"""Sometimes people shy from expectation. We walk toward expectations as a family. Brooklyn wants to see this thing go to the next level and we look forward to that.""  Get familiar with the new faces in our front office before the #NBADraft tonight [?]",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjQtMTE2MzMwOTc3X3R3ZWV0/,https://www.twitter.com/BrooklynNets/status/1141726147098664963,Thursday,15:15:00
photo,2019-06-20T15:09:49+0000,San Antonio Spurs,2237,1915,NBADraft,,https://pbs.twimg.com/tweet_video_thumb/D9g4NKlXsAAUY-K.jpg,322,,"It's #NBADraft day!   Our picks tonight: No. 19, 29 and 49 https://t.co/1NoJsLmIMT",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2MzI3OTAzX3R3ZWV0/,https://www.twitter.com/spurs/status/1141724843068600320,Thursday,15:09:49
"photo,link",2019-06-20T15:05:02+0000,Atlanta Hawks,89,67,HawksDraft2019,https://t.co/f7riFJsRQK,https://pbs.twimg.com/media/D9g3mNqWkAA5zz9.jpg,22,,JOIN US for our #HawksDraft2019 Party!   Today [?] 7 p.m.  @StateFarmArena  OPEN | 6 p.m.   FREE | https://t.co/f7riFJsRQK  Driven by @KumhoTireUSA https://t.co/Kc4cadYm3j,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2MzMwNjAzX3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1141723638414098432,Thursday,15:05:02
photo,2019-06-20T15:03:05+0000,Minnesota Timberwolves,525,495,,,https://pbs.twimg.com/tweet_video_thumb/D9g3GqPWsAI98bR.jpg,30,,good morning.   IT'S DRAFT DAY!!!!!! https://t.co/XwdBzK83xU,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDctMTE2MzI3OTQxX3R3ZWV0/,https://www.twitter.com/Timberwolves/status/1141723149370875904,Thursday,15:03:05
"photo,link",2019-06-20T15:00:01+0000,Washington Wizards,33,31,WizDraft,https://t.co/cUGpN90eoS,https://pbs.twimg.com/media/D9RQlC3XsAcOpVK.jpg,2,,"Before tonight, get caught up on any #WizDraft content you might've missed.  Draft Central >> https://t.co/cUGpN90eoS https://t.co/mRbDvtt2eR",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2MzI3NzE0X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141722377946128385,Thursday,15:00:01
photo,2019-06-20T15:00:01+0000,New York Knicks,713,593,RookieWeek,,https://pbs.twimg.com/media/D9goW_uXUAAwh1f.jpg,120,,A rook no more. Year in review for @kevknox  #RookieWeek ( @msgnetworks) https://t.co/lVRoxZC5gp,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2MzMyMzQwX3R3ZWV0/,https://www.twitter.com/nyknicks/status/1141722375928590337,Thursday,15:00:01
photo,2019-06-20T15:00:01+0000,Orlando Magic,103,93,,,https://pbs.twimg.com/media/D9gc_FKWwAAvdg4.jpg,10,,"""It's about finding value and the right fit for your organization"" - Jeff Weltman https://t.co/pgbKkY9qEb",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2MzMwODkyX3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141722377543249920,Thursday,15:00:01
text only,2019-06-20T14:51:45+0000,Oklahoma City Thunder,286,257,,,,29,,12-Month Process.   A look into the Thunder Front Office's Journey to Draft Night.,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTUtMTE2MzMzMTM2X3R3ZWV0/,https://www.twitter.com/okcthunder/status/1141720295855853568,Thursday,14:51:45
"photo,link",2019-06-20T14:46:53+0000,Detroit Pistons,28,25,Pistons,https://t.co/Xs6nUWHTsE,https://pbs.twimg.com/media/D9gzXR0XYAASxyv.jpg,3,,"With the draft only a few hours away, there's still very little clarity as to what could happen by the time the #Pistons get on the clock. @Keith_Langlois has some thoughts in today's blog...  https://t.co/Xs6nUWHTsE https://t.co/HKEi5JkUbD",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2MzI5OTI5X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141719073866354693,Thursday,14:46:53
photo,2019-06-20T14:40:54+0000,Orlando Magic,154,131,,,https://pbs.twimg.com/media/D9gx0TDX4AE3Tqz.jpg,23,,This Date in Magic History : In '17 the @Disney patch was added to our jerseys!  https://t.co/SPmxyXNyyG,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2MzMwODg0X3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1141717565439430656,Thursday,14:40:54
text only,2019-06-20T14:38:43+0000,Phoenix Suns,879,763,NBADraft,,,116,,"Zzzzzz...   <[?]/""-,___ /<_/____/  7 am: It's #NBADraft day!    [?]_[?]    ( *o*)    _| [?]/(___ / +-(____/ -------",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTktMTE2MzMxMjk5X3R3ZWV0/,https://www.twitter.com/Suns/status/1141717017877086209,Thursday,14:38:43
link,2019-06-20T14:36:20+0000,New Orleans Pelicans,127,118,,https://t.co/CxtfE7MPOB,,9,,No ticket needed! See ya there https://t.co/CxtfE7MPOB,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2MzMyNDYzX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141716417282301952,Thursday,14:36:20
photo,2019-06-20T14:32:01+0000,Milwaukee Bucks,1522,1326,,,https://pbs.twimg.com/media/D9gcO44WwAAqz9c.jpg,196,,Kid: How should I ask a girl to the dance?  Giannis: You've got to be honest...buy a gift for her   Kids ask @Giannis_An34 the important questions after he was drafted in 2013: https://t.co/DJUl78CPLe,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2MzI5NTc4X3R3ZWV0/,https://www.twitter.com/Bucks/status/1141715329606987780,Thursday,14:32:01
photo,2019-06-20T14:31:34+0000,New Orleans Pelicans,805,719,,,https://pbs.twimg.com/amplify_video_thumb/1141661481055981572/img/W488OWJSCmXY26Le.jpg,86,,"""Let's go Zion!""  @NBACares kids showing love  https://t.co/gkK91xy7Je",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2MzMyNDY2X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141715218772439041,Thursday,14:31:34
link,2019-06-20T14:30:00+0000,Washington Wizards,18,14,,https://t.co/rzQlhdqSh1,,4,," DRAFT DAY PODCAST  pres. by @Biofreeze   Going through a full first-round mock draft, examining options at No. 9 , and more.  https://t.co/rzQlhdqSh1",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2MzI3NzI0X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1141714823710957568,Thursday,14:30:00
photo,2019-06-20T14:30:00+0000,Philadelphia 76ers,609,548,HereTheyCome NBADraft,,https://pbs.twimg.com/amplify_video_thumb/1141708502420901889/img/22nUTt_nbREaR54P.jpg,61,['AB_ALLPOSTS'],"""You're looking for a guy that can contribute right now.""  #HereTheyCome x #NBADraft https://t.co/kQ4mxbxCGA",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxMzUtMTE2MzI3NzMxX3R3ZWV0/,https://www.twitter.com/sixers/status/1141714823971004417,Thursday,14:30:00
photo,2019-06-20T14:21:00+0000,Detroit Pistons,170,147,,,https://pbs.twimg.com/media/D9gWMYUXUAEMnOx.jpg,23,,First pick for us tonight - 15th overall.  Let's look back at some recent 15th overall picks. https://t.co/Tvl4YjME0X,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2MzI5ODgxX3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1141712557134077952,Thursday,14:21:00
"photo,link",2019-06-20T14:16:43+0000,Indiana Pacers,31,26,sweepstakes,https://t.co/Lwvsh3ZCey,https://pbs.twimg.com/media/D9gsfF7W4AIyAQY.jpg,5,,LAST DAY to enter! Sign up at https://t.co/Lwvsh3ZCey for a chance to win:   Moto Z4 phone  Autographed basketball  $100 gift card to the @PacersTeamStore   (Official @MotorolaUS #sweepstakes rules: https://t.co/VTFSTzDi2c) https://t.co/oD1qmNN98q,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2MzMwOTY1X3R3ZWV0/,https://www.twitter.com/Pacers/status/1141711479013617664,Thursday,14:16:43
text only,2019-06-20T14:07:00+0000,Brooklyn Nets,184,165,NBADraft,,,19,,"""I really wanted to come learn from [Sean and Kenny] in terms of a leadership standpoint and running an organization.""  Get familiar with the new faces in our front office before the #NBADraft tonight [?]",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjQtMTE2MzMwOTYyX3R3ZWV0/,https://www.twitter.com/BrooklynNets/status/1141709034074116096,Thursday,14:07:00
"photo,link",2019-06-20T14:04:04+0000,New Orleans Pelicans,98,84,Pelicans PelicansDraft,https://t.co/lfyUg1owxr,https://pbs.twimg.com/tweet_video_thumb/D9gpk4vWsAEUgfI.jpg,14,,"Reminder #Pelicans fans: we want to see videos of your reaction when the No. 1 pick is announced tonight!  Send your videos through @greenfly. Download the app, use the code PELICANSDRAFT and upload your clips!   Download  https://t.co/lfyUg1owxr  #PelicansDraft https://t.co/rSmTFXIfIV",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2MzMyNDc5X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1141708298565103616,Thursday,14:04:04
photo,2019-06-20T14:01:21+0000,Cleveland Cavaliers,683,655,OneNationOneTeam,,https://pbs.twimg.com/media/D9gpA8lXsAAgkgN.jpg,28,,It's another @USWNT gameday! Good luck today vs. Sweden  #OneNationOneTeam https://t.co/FWyO7BglBO,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2MzMxNDY5X3R3ZWV0/,https://www.twitter.com/cavs/status/1141707612632899584,Thursday,14:01:21
