type,timestamp,brand,total_public_interactions,favorite_count,hashtags,link_url,media_url,retweet_count,tags,text,tm_url,tweet_url,day_of_week,time
photo,2019-06-22T03:15:59+0000,New York Knicks,1076,954,NewYorkForever,,https://pbs.twimg.com/ext_tw_video_thumb/1142269888318361603/pu/img/GH4Dc2bHebDuK2nJ.jpg,122,,.@thegarden fam just got a whole lot bigger! So much love at the @nyrangers Draft Party for our new guys tonight [?] #NewYorkForever https://t.co/smU7qPyn6u,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2NDM4NTQ1X3R3ZWV0/,https://www.twitter.com/nyknicks/status/1142269978340495365,Saturday,3:15:59
photo,2019-06-22T02:55:26+0000,Atlanta Hawks,2898,2585,TrueToAtlanta,,https://pbs.twimg.com/media/D9ojxtyXYAAALoh.jpg,313,,.                BEST BREAKTHROUGH                  ATHLETE NOMINEE                  [?] @TheTraeYoung [?]                         #TrueToAtlanta https://t.co/RrtpY4UqZW,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2NDM2NDg0X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1142264805027471360,Saturday,2:55:26
photo,2019-06-22T02:22:05+0000,Miami Heat,2463,2170,HEATCulture,,https://pbs.twimg.com/media/D9ocHgEW4AAGH3g.jpg,293,,The rook left with homework on the first day.  #HEATCulture https://t.co/D2OTzI1Bah,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2NDM1MDk1X3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1142256414477475845,Saturday,2:22:05
"photo,link",2019-06-22T02:13:27+0000,New Orleans Pelicans,2376,2083,,https://t.co/S0yVSxYY82,https://pbs.twimg.com/media/D9oaLA0XYAAJvmh.jpg,293,,First Look: @Zionwilliamson Pelicans Photo shoot  https://t.co/S0yVSxYY82 https://t.co/IJ0yLlV8we,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDM3Nzc3X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142254239999307776,Saturday,2:13:27
link,2019-06-22T01:40:02+0000,Cleveland Cavaliers,264,245,,https://t.co/f1ar40nXVh,,19,,"""As the media gathered to meet the Wine &amp; Gold's newest Draft picks, Cleveland's coach had visions of this season's backcourt dancing in his head."" - @CavsJoeG   PAIR OF ACES | https://t.co/f1ar40nXVh",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2NDM3OTU1X3R3ZWV0/,https://www.twitter.com/cavs/status/1142245829140520961,Saturday,1:40:02
photo,2019-06-22T01:37:00+0000,Detroit Pistons,178,158,,,https://pbs.twimg.com/media/D9oCi1NXoAAYi3S.jpg,20,,Senior Advisor Ed Stefanski introduced Sekou Doumbouya to the media today and details his reaction when he learned of the opportunity to take Sekou at 15.   This and more in The Front Office. https://t.co/QAxfTMkd32,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDM2MzgxX3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142245066020442112,Saturday,1:37:00
link,2019-06-22T01:34:45+0000,Denver Nuggets,236,224,,https://t.co/AFg84FdZ5r,,12,,Get familiar! https://t.co/AFg84FdZ5r,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjMtMTE2NDM4MTU1X3R3ZWV0/,https://www.twitter.com/nuggets/status/1142244501139755008,Saturday,1:34:45
photo,2019-06-22T01:18:03+0000,Denver Nuggets,804,747,MileHighBasketball,,https://pbs.twimg.com/media/D9oNfe-UEAAJdp9.jpg,57,,Draft grades are in.   #MileHighBasketball https://t.co/gaBlUMibt8,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjMtMTE2NDM4MTEzX3R3ZWV0/,https://www.twitter.com/nuggets/status/1142240296391995392,Saturday,1:18:03
photo,2019-06-22T01:14:53+0000,Charlotte Hornets,41,37,,,https://pbs.twimg.com/media/D9oMxKRWkAYLLC_.jpg,4,,Congratulations to our @AriaLV Vegas Flyway Sweepstakes winners!  https://t.co/e9cxD97fwG,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2NDM3MTM2X3R3ZWV0/,https://www.twitter.com/hornets/status/1142239499298267136,Saturday,1:14:53
photo,2019-06-22T00:58:27+0000,San Antonio Spurs,674,577,HailState GoSpursGo,,https://pbs.twimg.com/media/D9oGFI2WkAMRWaA.jpg,97,,"#HailState [?] #GoSpursGo  We see you, @IAM_QUINN11  https://t.co/2M3RiHng27",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2NDMxOTkyX3R3ZWV0/,https://www.twitter.com/spurs/status/1142235367271292928,Saturday,0:58:27
"photo,link",2019-06-22T00:37:08+0000,Toronto Raptors,984,891,,https://t.co/U1A3E2qYCk,https://pbs.twimg.com/amplify_video_thumb/1142227703141154817/img/_ftL7ZIvX8PlII9y.jpg,93,,Bobby breaking down the deets on the young fella.   Full Scrums >> https://t.co/U1A3E2qYCk https://t.co/hhsDmw9vVS,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDQtMTE2NDMxNDMxX3R3ZWV0/,https://www.twitter.com/Raptors/status/1142229999677784064,Saturday,0:37:08
photo,2019-06-22T00:36:55+0000,New York Knicks,4760,4097,,,https://pbs.twimg.com/ext_tw_video_thumb/1142229904513277952/pu/img/lXcoETrB4UihD45N.jpg,663,,"Welcome to @TheGarden family, Kakko!  @NYRangers https://t.co/rOcz1WdGEW",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2NDM4NTM5X3R3ZWV0/,https://www.twitter.com/nyknicks/status/1142229946447880192,Saturday,0:36:55
photo,2019-06-22T00:30:00+0000,Sacramento Kings,30,25,,,https://pbs.twimg.com/media/D9oCgIIW4AAZiX7.jpg,5,,"Kings fans, stop by your Sacramento area Sprint store tomorrow to enter to win tickets to the California Classic!   Say hi to Fresh and Slamson in Roseville from 11am - 12pm and Citrus Heights from 12:30pm - 1:30pm!  https://t.co/EwIY0UiSEq",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDgtMTE2NDMzMTI1X3R3ZWV0/,https://www.twitter.com/SacramentoKings/status/1142228207531376640,Saturday,0:30:00
text only,2019-06-22T00:28:44+0000,Memphis Grizzlies,2299,2217,,,,82,,We peeped the new twitter avi @igotgame_12,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2NDM5NDAzX3R3ZWV0/,https://www.twitter.com/memgrizz/status/1142227887203987457,Saturday,0:28:44
"photo,link",2019-06-22T00:16:10+0000,New Orleans Pelicans,264,241,PelicansDraft,https://t.co/mhZsuzYQej,https://pbs.twimg.com/media/D9n_HE6XUAUoXu6.jpg,23,,Photos from the #PelicansDraft War Room:  https://t.co/mhZsuzYQej https://t.co/nGBf5ZXR2g,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDM3OTE5X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142224724098985984,Saturday,0:16:10
text only,2019-06-22T00:12:08+0000,New York Knicks,284,262,,,,22,,All the cool kids are wearing it.  It's not too late to get your 2019 Knicks @neweracap Draft hat,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2NDM4NTQwX3R3ZWV0/,https://www.twitter.com/nyknicks/status/1142223708943265792,Saturday,0:12:08
link,2019-06-22T00:06:14+0000,Memphis Grizzlies,105,99,,https://t.co/YCvnUb36q8,,6,,Ja &gt; Mayo Man https://t.co/YCvnUb36q8,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2NDI1MzY5X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1142222225694699521,Saturday,0:06:14
photo,2019-06-22T00:06:00+0000,Milwaukee Bucks,165,157,FearTheDeer,,https://pbs.twimg.com/media/D9nu4PRX4AELSCf.jpg,8,,GM Jon Horst on the acquisition of Jon Leuer:  #FearTheDeer https://t.co/zVMwR1IRVR,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2NDExNjc1X3R3ZWV0/,https://www.twitter.com/Bucks/status/1142222165011587072,Saturday,0:06:00
photo,2019-06-22T00:00:00+0000,Atlanta Hawks,744,640,TrueToAtlanta,,https://pbs.twimg.com/ext_tw_video_thumb/1142172729862512640/pu/img/mf_2hpzlsy8JSnIx.jpg,104,,Atlanta...  We hope you're ready for what's to come.   #TrueToAtlanta https://t.co/xPlwvTAfXg,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2NDExNjI2X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1142220655619915778,Saturday,0:00:00
photo,2019-06-22T00:00:00+0000,Memphis Grizzlies,81,69,BeyondGrit,,https://pbs.twimg.com/amplify_video_thumb/1141909167453741061/img/bVptjXVuIPz_gDfU.jpg,12,,ICYMI: Get a behind the scenes look at @igotgame_12's pre-draft visit to Memphis in Episode 5 of #BeyondGrit. https://t.co/NgIojDU1iw,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2NDI1MzcwX3R3ZWV0/,https://www.twitter.com/memgrizz/status/1142220657507180544,Saturday,0:00:00
"photo,link",2019-06-21T23:59:55+0000,Miami Heat,882,764,,https://t.co/IrUJCrUrJn,https://pbs.twimg.com/media/D9n7ERyWwAEh-ga.jpg,118,,Tyler Herro is now a member of the team he grew up a fan of!  See what else we learned about @raf_tyler in today's introductory press conference. Full video - https://t.co/IrUJCrUrJn https://t.co/zUGxMHZtQ1,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2NDA2NTE1X3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1142220636854673408,Friday,23:59:55
photo,2019-06-21T23:59:30+0000,Los Angeles Clippers,596,495,,,https://pbs.twimg.com/media/D9n6y7pWsAABcrV.jpg,101,,"A look at the newest members of the squad, @FSUHoops teammates @Mfiondu and @terance_mann.  https://t.co/5dlrrROb8L",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2NDAyNTMwX3R3ZWV0/,https://www.twitter.com/LAClippers/status/1142220529283342339,Friday,23:59:30
link,2019-06-21T23:51:09+0000,Milwaukee Bucks,439,419,FearTheDeer,https://t.co/1NpFYjxzA8,,20,,#FearTheDeer https://t.co/1NpFYjxzA8,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2NDExNzkzX3R3ZWV0/,https://www.twitter.com/Bucks/status/1142218429992243200,Friday,23:51:09
"photo,link",2019-06-21T23:49:01+0000,Indiana Pacers,84,78,Pacers sweepstakes,https://t.co/V7fXGZ9wXD,https://pbs.twimg.com/media/D9n5Hp2XUAE2m9e.jpg,6,,You could win Goga's jersey! Enter the #Pacers Draft Sweepstakes &gt;&gt; https://t.co/V7fXGZ9wXD  (Official #sweepstakes rules: https://t.co/WfJVPfelwX) https://t.co/JpSkYK5GMv,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2NDEzODUzX3R3ZWV0/,https://www.twitter.com/Pacers/status/1142217891963723776,Friday,23:49:01
"photo,link",2019-06-21T23:42:00+0000,Detroit Pistons,31,24,BasketballForAll,https://t.co/w3QbcH2GVw,https://pbs.twimg.com/media/D9iOCF2WwAAy5CS.jpg,7,,Summer is here but #BasketballForAll never stops.  Learn more: https://t.co/w3QbcH2GVw https://t.co/lYaPcBiaZN,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNjY3X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142216125360627713,Friday,23:42:00
photo,2019-06-21T23:20:00+0000,Detroit Pistons,440,367,,,https://pbs.twimg.com/media/D9nu3d3XsAEgLL-.jpg,73,,Sekou is here and Coach Casey was ready to welcome him. Check out Wired presented by @Jeep https://t.co/XDJwje9UVb,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNTMwX3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142210589021880320,Friday,23:20:00
photo,2019-06-21T23:15:50+0000,Washington Wizards,15602,13571,,,https://pbs.twimg.com/media/D9nxhEKWwAAJFZP.jpg,2031,,The Japanese Jumpman. https://t.co/wxyNLSeH5W,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAyNTA1X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142209541813223424,Friday,23:15:50
photo,2019-06-21T23:10:24+0000,New Orleans Pelicans,4909,4157,Pelicans,,https://pbs.twimg.com/media/D9nwR5zWwAAjxYR.jpg,752,,"bout it, bout it  #Pelicans   @Zionwilliamson   https://t.co/n7idfRqa93",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MjMxX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142208174855983104,Friday,23:10:24
"photo,link",2019-06-21T23:09:13+0000,Cleveland Cavaliers,575,509,,https://t.co/hmbhX2dCmx,https://pbs.twimg.com/media/D9nv_6VXUAEXKBu.jpg,66,,Picture Day: [?]  Take in today's photoshoot of @dariusgarland22 and @Dylan_Windler23 through the eyes of @AJcanonman  - https://t.co/hmbhX2dCmx https://t.co/ccxAuY9JDH,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2NDE1NjAwX3R3ZWV0/,https://www.twitter.com/cavs/status/1142207876838166528,Friday,23:09:13
photo,2019-06-21T23:04:02+0000,Milwaukee Bucks,114,97,FearTheDeer,,https://pbs.twimg.com/media/D9nur8AXoAU7XL9.jpg,17,,The Bucks @NBASummerLeague Schedule is here:  FRI 7/5 vs. Sixers @ 2:30pm/ct SAT 7/6 vs. Hawks @ 4pm/ct MON 7/8 vs. Raptors @ 7pm/ct WED 7/10 vs. China @ 10pm/ct  #FearTheDeer https://t.co/j9O94teul5,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzQ0ODUtMTE2NDExNzk3X3R3ZWV0/,https://www.twitter.com/Bucks/status/1142206570375327745,Friday,23:04:02
photo,2019-06-21T23:03:30+0000,Detroit Pistons,563,501,DetroitBasketball,,https://pbs.twimg.com/media/D9nur7SXoAEsrNE.jpg,62,,This is going to be fun. #DetroitBasketball https://t.co/A9kuLfu5NP,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNDcxX3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142206437814394883,Friday,23:03:30
photo,2019-06-21T23:00:00+0000,Sacramento Kings,102,92,GoSafelyCA,,https://pbs.twimg.com/media/D9m-uwRUwAA-H1B.jpg,10,,In a car or in the paint... Go Safely    | @OTS_CA | #GoSafelyCA https://t.co/8Dnja1aWK3,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDgtMTE2NDAyMzgzX3R3ZWV0/,https://www.twitter.com/SacramentoKings/status/1142205556100337665,Friday,23:00:00
link,2019-06-21T22:52:29+0000,Chicago Bulls,312,248,,https://t.co/xShHubKHmK,,64,,[?]  07.05  Lakers @ 6:30PM CT 07.07  Cavaliers @ 6:30PM CT 07.08  Pelicans @ 8:30PM CT 07.10  Hornets @ 4PM CT https://t.co/xShHubKHmK,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2NDEyNDUzX3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1142203665270353921,Friday,22:52:29
photo,2019-06-21T22:50:48+0000,New Orleans Pelicans,3794,3390,,,https://pbs.twimg.com/media/D9nryv9XoAAb2f0.jpg,404,,Zion and Noah  https://t.co/22EoxhFk07,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MjM3X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142203241805033478,Friday,22:50:48
photo,2019-06-21T22:48:24+0000,Utah Jazz,99,90,5ForTheFight,,https://pbs.twimg.com/media/D9nqiUcUYAAZSzj.jpg,9,,Who are you fighting for?   #5ForTheFight  |  @5ForTheFight_ https://t.co/RtGelPJkG0,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTgtMTE2NDEzMzM1X3R3ZWV0/,https://www.twitter.com/utahjazz/status/1142202636701011969,Friday,22:48:24
photo,2019-06-21T22:46:01+0000,New Orleans Pelicans,1731,1543,,,https://pbs.twimg.com/ext_tw_video_thumb/1142202005261291525/pu/img/l5p826Vv2vZWr936.jpg,188,,Noah stealing the show  https://t.co/CRkjkrqCLM,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MjM5X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142202037393862659,Friday,22:46:01
photo,2019-06-21T22:36:06+0000,New Orleans Pelicans,16562,13968,Pelicans,,https://pbs.twimg.com/media/D9nobSTW4AM2PCr.jpg,2594,,First Look   @Zionwilliamson #Pelicans https://t.co/jfZ0W6DOsX,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE4NzE3X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142199540038217728,Friday,22:36:06
photo,2019-06-21T22:34:32+0000,Golden State Warriors,8351,7632,FirstDayOfSummer,,https://pbs.twimg.com/media/D9noDxoU8AIKIpL.jpg,719,,#FirstDayOfSummer x sunglasses swag is a vibe  https://t.co/90rts4Kt5j,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTMtMTE2NDE3NzIwX3R3ZWV0/,https://www.twitter.com/warriors/status/1142199146356494338,Friday,22:34:32
photo,2019-06-21T22:30:00+0000,Orlando Magic,1342,1183,,,https://pbs.twimg.com/ext_tw_video_thumb/1142196723147857921/pu/img/q8uUElhKVigtXA1I.jpg,159,,Chuma on the Magic believing in him  https://t.co/zOvEvBRe4x,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2NDEzNzExX3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1142198005698744320,Friday,22:30:00
photo,2019-06-21T22:26:06+0000,Philadelphia 76ers,3021,2763,HereTheyCome NBADraft,,https://pbs.twimg.com/ext_tw_video_thumb/1142196985753157632/pu/img/osjD4f91mSmKiAWk.jpg,258,['AB_ALLPOSTS'],"Hey Philly,  We've got another new friend for you... @MarialShayok is here!  #HereTheyCome x #NBADraft https://t.co/StMK3mXtfv",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxMzUtMTE2NDAyMzkwX3R3ZWV0/,https://www.twitter.com/sixers/status/1142197023648702464,Friday,22:26:06
photo,2019-06-21T22:18:20+0000,San Antonio Spurs,815,685,BBN SpursFamily,,https://pbs.twimg.com/media/D9njbOTXsAU_eWm.jpg,130,,#BBN [?] #SpursFamily  Introducing Keldon Johnson from @KentuckyMBB  https://t.co/w707EuqD8e,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2NDAyMzgxX3R3ZWV0/,https://www.twitter.com/spurs/status/1142195072747880448,Friday,22:18:20
photo,2019-06-21T22:15:00+0000,Charlotte Hornets,77,64,NBADraft,,https://pbs.twimg.com/amplify_video_thumb/1142159081882476544/img/vGUMhApXxk9c2Jks.jpg,13,,Who else had a blast at last night's #NBADraft Party at South End Station hosted by @WFNZ?!?!? [?]Thanks to everyone who came out!!! #HornetsDraft https://t.co/mPZ8N34l4z,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2NDE4ODgwX3R3ZWV0/,https://www.twitter.com/hornets/status/1142194230867087360,Friday,22:15:00
"photo,link",2019-06-21T22:13:00+0000,Brooklyn Nets,134,116,,https://t.co/THFHm8uKu7,https://pbs.twimg.com/tweet_video_thumb/D9nXctLWkAExUqY.jpg,18,,Buckets back home    | https://t.co/THFHm8uKu7 https://t.co/zMro4dAAQh,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjQtMTE2NDE1MzI2X3R3ZWV0/,https://www.twitter.com/BrooklynNets/status/1142193727919874048,Friday,22:13:00
photo,2019-06-21T22:01:39+0000,New York Knicks,1202,1072,,,https://pbs.twimg.com/media/D9ngiwnWwAApO0D.jpg,130,,A great day like this should always end with a New York slice  https://t.co/IEk9hBmnSQ,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2NDE2OTc3X3R3ZWV0/,https://www.twitter.com/nyknicks/status/1142190871636582400,Friday,22:01:39
photo,2019-06-21T22:00:38+0000,New Orleans Pelicans,4695,4037,,,https://pbs.twimg.com/media/D9ngTXyW4AEzeh5.jpg,658,,https://t.co/B1bFHT8Hhk,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MDk5X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142190615075201024,Friday,22:00:38
photo,2019-06-21T21:56:06+0000,New Orleans Pelicans,1855,1490,Pelicans,,https://pbs.twimg.com/ext_tw_video_thumb/1142189406020935680/pu/img/TCRdz5J0jWguleDY.jpg,365,,"Emotional message from @Zionwilliamson's stepfather, Lee Anderson, to close out the press conference   #Pelicans https://t.co/a173TA4mt9",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE4NzIyX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142189475335987200,Friday,21:56:06
link,2019-06-21T21:55:01+0000,Chicago Bulls,243,216,,https://t.co/BVa8yrmOb2,,27,,".@Kia Draft Coverage:  ""Everything is going to be a transition for anyone because you're playing against such higher competition, more athleticism, better players. But I feel like my transition will go over well. I learn quickly."" - @cobywhite  READ: https://t.co/BVa8yrmOb2",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTAtMTE2NDEyMjMyX3R3ZWV0/,https://www.twitter.com/chicagobulls/status/1142189201322106881,Friday,21:55:01
"photo,link",2019-06-21T21:53:00+0000,Detroit Pistons,15,12,Pistons,https://t.co/YnGME34jMj,https://pbs.twimg.com/media/D9nZ_NtWsAAlkox.jpg,3,,Just in: a post-draft edition of the @Jeep Wired podcast! @DerySpeaks talks to #Pistons Senior Advisor Ed Stefanski about the @sekou_doums pick and the future of the franchise...  https://t.co/YnGME34jMj https://t.co/4nrCdK796V,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNTY3X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142188694507524097,Friday,21:53:00
photo,2019-06-21T21:52:57+0000,Miami Heat,2731,2497,,,https://pbs.twimg.com/media/D9nejRBXsAALqP5.jpg,234,,First day on the job... [?] https://t.co/7TQq9u6w3n,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2NDA2NDkwX3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1142188684386738176,Friday,21:52:57
photo,2019-06-21T21:46:44+0000,New Orleans Pelicans,1307,1137,,,https://pbs.twimg.com/media/D9ndHvNX4AYwM9q.jpg,170,,Day 1[?] https://t.co/TJu58nUjAt,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MjU0X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142187118040682497,Friday,21:46:44
photo,2019-06-21T21:45:00+0000,Atlanta Hawks,512,446,NBADraft,,https://pbs.twimg.com/ext_tw_video_thumb/1142173484983955457/pu/img/Zc3ZFSPSWFW3goTz.jpg,66,,#NBADraft | @camreddish https://t.co/dpf5aESWWR,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2NDExODUwX3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1142186681426161664,Friday,21:45:00
photo,2019-06-21T21:42:31+0000,Los Angeles Clippers,298,256,,,https://pbs.twimg.com/media/D9ncKG4XsAARF-0.jpg,42,,Summer League schedule is in!  Mark your calendars accordingly  https://t.co/ecm5vfXmkz,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2NDAyMjk0X3R3ZWV0/,https://www.twitter.com/LAClippers/status/1142186057615773701,Friday,21:42:31
photo,2019-06-21T21:41:37+0000,Toronto Raptors,4725,4276,WeTheNorth,,https://pbs.twimg.com/media/D9nb9K-WkAYSChz.jpg,449,,"Welcome to the North Side, @DewanGoesFor_20. #WeTheNorth https://t.co/z3ub3f7547",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDQtMTE2NDMxNTA1X3R3ZWV0/,https://www.twitter.com/Raptors/status/1142185831521759234,Friday,21:41:37
photo,2019-06-21T21:34:49+0000,Orlando Magic,636,577,,,https://pbs.twimg.com/media/D9naZoqW4AI43B1.jpg,59,,https://t.co/voZfIpJ0pf,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTEtMTE2NDEzOTMzX3R3ZWV0/,https://www.twitter.com/OrlandoMagic/status/1142184117561384960,Friday,21:34:49
"photo,link",2019-06-21T21:26:15+0000,Charlotte Hornets,270,234,HornetsDraft BuzzCity,https://t.co/5IIFsYba3a,https://pbs.twimg.com/media/D9nXm0FXYAIVxC8.jpg,36,,"RECAP : Hornets Add @PJWashington, @cody_martin15 and @jalenmcdaniels5 in Draft Day Haul #HornetsDraft #BuzzCity   https://t.co/5IIFsYba3a https://t.co/6sG4FOaoJA",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2NDE4OTk2X3R3ZWV0/,https://www.twitter.com/hornets/status/1142181962851000320,Friday,21:26:15
photo,2019-06-21T21:24:32+0000,New Orleans Pelicans,641,562,,,https://pbs.twimg.com/media/D9nYCkZXYAAkdtu.jpg,79,,Ready to Dance   @dg_riff  @Zionwilliamson  @AlvinGentry https://t.co/IufO9Pgu7N,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MjY3X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142181532662149120,Friday,21:24:32
photo,2019-06-21T21:16:37+0000,New Orleans Pelicans,4430,3910,,,https://pbs.twimg.com/ext_tw_video_thumb/1142179481001648129/pu/img/QndLUUkjErvsjl2F.jpg,520,,That @DukeMBB love    @Zionwilliamson @JahlilOkafor https://t.co/jFXFSCSl0Y,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MjcxX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142179537679261696,Friday,21:16:37
link,2019-06-21T21:14:44+0000,New Orleans Pelicans,271,233,,https://t.co/F6zDVunauG,,38,,Zion is in the building! https://t.co/F6zDVunauG,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE4ODY5X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142179063748026371,Friday,21:14:44
photo,2019-06-21T21:13:45+0000,Denver Nuggets,146,120,NBASummerLeague MileHighBasketball,,https://pbs.twimg.com/media/D9nU_pfVUAAu1ra.jpg,26,,APPOINTMENT VIEWING   #NBASummerLeague #MileHighBasketball https://t.co/nbytjMsfTo,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjMtMTE2NDE0MjMwX3R3ZWV0/,https://www.twitter.com/nuggets/status/1142178817814872064,Friday,21:13:45
photo,2019-06-21T21:12:18+0000,San Antonio Spurs,1829,1566,,,https://pbs.twimg.com/media/D9nT5apXUAIbsqQ.jpg,263,,"Spurs Nation, meet @SamanicLuka [?] https://t.co/LZxT00eDow",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2NDAyMjcyX3R3ZWV0/,https://www.twitter.com/spurs/status/1142178453443272709,Friday,21:12:18
link,2019-06-21T21:11:49+0000,Minnesota Timberwolves,235,221,,https://t.co/02o6e634V5,,14,,He really is NonStop. https://t.co/02o6e634V5,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDctMTE2NDAyMjM0X3R3ZWV0/,https://www.twitter.com/Timberwolves/status/1142178331606974465,Friday,21:11:49
